Subject Area,Catalog Number,Section,Course Title,Room Number,Start Time,End Time,Day
EASC,101,X02L,Introduction to Physical Science,5-024,12:00,2:50,M
EASC,101,X03L,Introduction to Physical Science,5-024,8:00,10:50,T
EASC,101,X04L,Introduction to Physical Science,6-261,8:00,10:50,W
EASC,101,X05L,Introduction to Physical Science,6-261,12:00,2:50,W
EASC,101,X06L,Introduction to Physical Science,5-024,8:00,10:50,R
EASC,101,X07L,Introduction to Physical Science,5-024,4:30,7:20,R
EASC,101,X08L,Introduction to Physical Science,6-261,8:00,10:50,F
EASC,101,X09L,Introduction to Physical Science,6-261,12:00,2:50,F
EASC,219,AS01,Mineralogy,6-232,12:30,1:50,TR
EASC,219,X01L,Mineralogy,5-024,8:00,10:50,F
EASC,221,AS01,Introduction to Geographic Information Systems,5-024,3:00,3:50,MWF
EASC,221,X01L,Introduction to Geographic Information Systems,5-024,12:00,2:50,W
EASC,225,AS01,Introduction to Geomorphology,6-133,2:00,3:20,TR
EASC,225,X01L,Introduction to Geomorphology,5-024,8:00,10:50,W
EASC,230,AS01,Invertebrate Paleontology,5-329,9:30,10:50,TR
EASC,230,X01L,Invertebrate Paleontology,5-024,12:00,2:50,F
EASC,373,AS01,Anthropogenic Climate Change,7-184,11:00,11:50,MWF
EASC,406,AS01,Planetary Materials,5-141,11:00,12:20,TR
EASC,495,AS01,Special Topics,5-213,3:30,6:20,R
EASC,498,AS01,Advanced Independent Study,,,,
EASC,498,AS02,Advanced Independent Study,,,,
ECON,101,CA80,Introduction to Microeconomics,6-214,12:00,12:50,MWF
ECON,101,GS01,Introduction to Microeconomics,6-136,3:00,3:50,MWF
ECON,101,GS02,Introduction to Microeconomics,6-214,11:00,12:20,TR
ECON,101,GS03,Introduction to Microeconomics,6-152,2:00,2:50,MWF
ECON,101,GS04,Introduction to Microeconomics,6-156,4:00,4:50,MWF
ECON,101,GS05,Introduction to Microeconomics,6-214,10:00,10:50,MWF
ECON,101,GS06,Introduction to Microeconomics,6-212,9:30,10:50,TR
ECON,101,GS07,Introduction to Microeconomics,6-212,8:00,9:20,TR
ECON,101,GS09,Introduction to Microeconomics,6-212,12:30,1:50,TR
ECON,101,GS10,Introduction to Microeconomics,6-152,9:00,9:50,MWF
ECON,101,GS70,Introduction to Microeconomics,6-214,9:00,9:50,MWF
ECON,101,GS71,Introduction to Microeconomics,6-132,9:30,10:50,TR
ECON,101,OP01,Introduction to Microeconomics,6-136,6:00,8:50,W
ECON,101,OP02,Introduction to Microeconomics,6-152,6:00,8:50,T
ECON,101,OP95,Introduction to Microeconomics,V-MCO,,,
ECON,102,GS01,Introduction to Macroeconomics,6-212,12:00,12:50,MWF
ECON,102,GS02,Introduction to Macroeconomics,9-201,8:00,9:20,TR
ECON,102,GS03,Introduction to Macroeconomics,6-212,2:00,3:20,TR
ECON,102,GS04,Introduction to Macroeconomics,6-212,8:00,8:50,MWF
ECON,102,GS05,Introduction to Macroeconomics,6-212,11:00,12:20,TR
ECON,102,OP01,Introduction to Macroeconomics,6-136,6:00,8:50,M
ECON,102,OP95,Introduction to Macroeconomics,V-MCO,,,
ECON,281,AS01,Intermediate Microeconomics,7-265,5:00,5:50,MWF
ECON,281,AS02,Intermediate Microeconomics,7-279,11:00,12:20,TR
ECON,282,AS01,Intermediate Macroeconomics,7-184,9:00,9:50,MWF
ECON,290,AS01,Economics at Work: Reasoning and Writing in Economics,7-279,9:30,10:50,TR
ECON,299,AS01,Quantitative Methods in Economics,6-133,3:30,4:50,TR
ECON,319,AS01,Contemporary Canadian Economic Issues,7-367J,12:30,1:50,MW
ECON,323,AS01,International Economics,7-122,10:00,10:50,MWF
ECON,341,AS01,Money and Banking,7-122,12:30,1:50,TR
ECON,353,AS01,Taxation Policy and Structure,7-325,11:00,11:50,MWF
ECON,357,AS01,Topics in Applied Economics,6-133,2:00,3:20,WF
ECON,366,AS01,Energy Economics,7-139,2:00,3:20,TR
ECON,384,AS01,Microeconomic Theory,7-184,3:30,4:50,WF
ECON,389,AS01,Introduction to Mathematical Economics,7-126,8:00,8:50,MWF
ECON,467,AS01,Environmental and Natural Resource Policy,7-367J,11:00,12:20,TR
EDUC,100,AS01,Contexts of Education,7-277,9:30,10:50,TR
EDUC,100,AS02,Contexts of Education,7-385,8:00,9:20,TR
CMPT,496,AS02,Final Project,,,,
CMPT,498,AS01,Advanced Independent Study,,,,
EDUC,210,AS01,Introduction to Educational Technology,9-102,8:00,9:20,TR
EDUC,210,X01L,Introduction to Educational Technology,5-261,11:00,1:50,T
EDUC,210,X02L,Introduction to Educational Technology,5-261,11:00,1:50,M
EDUC,210,X03L,Introduction to Educational Technology,5-261,8:00,10:50,M
ENGG,100,BE01,Orientation to the Engineering Profession I,9-323,11:00,11:50,F
ENGG,130,BE01,Engineering Mechanics - Statics,6-132,11:00,12:20,TR
ENGG,130,BE02,Engineering Mechanics - Statics,6-156,8:00,9:20,TR
ENGG,130,BE03,Engineering Mechanics - Statics,9-323,10:00,10:50,MWF
ENGG,130,X55L,Engineering Mechanics - Statics,5-207,8:00,9:50,F
ENGG,130,X56L,Engineering Mechanics - Statics,5-137,4:00,5:50,W
ENGG,130,X57L,Engineering Mechanics - Statics,5-251,2:00,3:50,F
ENGG,130,X58L,Engineering Mechanics - Statics,5-102,10:00,11:50,M
ENGG,130,X59L,Engineering Mechanics - Statics,5-135,12:00,1:50,M
ENGG,130,X60L,Engineering Mechanics - Statics,5-207,2:00,3:50,F
ENGG,130,X61L,Engineering Mechanics - Statics,5-207,8:00,9:50,W
ENGL,102,AS01,Analysis and Argument,5-164,2:00,2:50,MWF
ENGL,102,AS02,Analysis and Argument,8-207,9:30,10:50,TR
ENGL,102,AS03,Analysis and Argument,7-187,11:00,12:20,TR
ENGL,102,AS04,Analysis and Argument,5-317,11:00,11:50,MWF
ENGL,102,AS05,Analysis and Argument,5-251,9:00,9:50,MWF
ENGL,102,AS06,Analysis and Argument,6-238,12:30,1:50,TR
ENGL,102,AS07,Analysis and Argument,5-205,8:00,8:50,MWF
ENGL,102,AS08,Analysis and Argument,5-268,4:00,4:50,MWF
ENGL,102,AS09,Analysis and Argument,6-242,3:30,4:50,TR
ENGL,102,AS10,Analysis and Argument,6-242,2:00,3:20,TR
ENGL,102,AS11,Analysis and Argument,5-110,12:00,12:50,MWF
ENGL,102,AS12,Analysis and Argument,6-242,10:00,10:50,MWF
ENGL,102,AS13,Analysis and Argument,5-242,4:00,4:50,MWF
ENGL,102,AS14,Analysis and Argument,5-242,3:00,3:50,MWF
ENGL,102,AS15,Analysis and Argument,5-175,8:00,8:50,MWF
ENGL,102,AS16,Analysis and Argument,8-207,8:00,9:20,TR
ENGL,102,AS17,Analysis and Argument,7-325,10:00,10:50,MWF
ENGL,102,AS18,Analysis and Argument,5-168,1:00,1:50,MWF
ENGL,102,AS19,Analysis and Argument,5-215,8:00,9:20,TR
ENGL,102,AS20,Analysis and Argument,8-203,9:30,10:50,TR
ENGL,102,AS21,Analysis and Argument,5-325,4:00,4:50,MWF
ENGL,102,AS22,Analysis and Argument,6-252,3:30,4:50,TR
ENGL,102,AS23,Analysis and Argument,5-325,3:00,3:50,MWF
ENGL,102,AS24,Analysis and Argument,5-110,2:00,2:50,MWF
ENGL,102,AS25,Analysis and Argument,5-168,12:00,12:50,MWF
ENGL,102,AS26,Analysis and Argument,5-137,11:00,11:50,MWF
ENGL,102,AS27,Analysis and Argument,5-205,9:00,9:50,MWF
ENGL,102,AS28,Analysis and Argument,5-106,8:00,8:50,MWF
ENGL,102,AS29,Analysis and Argument,5-253A,10:00,10:50,MWF
ENGL,102,AS30,Analysis and Argument,5-164,4:00,4:50,MWF
ENGL,102,AS31,Analysis and Argument,5-251,11:00,11:50,MWF
ENGL,102,AS32,Analysis and Argument,5-175,9:00,9:50,MWF
ENGL,102,AS33,Analysis and Argument,7-122,11:00,12:20,TR
ENGL,102,AS34,Analysis and Argument,6-348,12:30,1:50,TR
ENGL,102,AS35,Analysis and Argument,6-153,2:00,3:20,TR
ENGL,102,AS36,Analysis and Argument,5-317,1:00,1:50,MWF
ENGL,102,AS37,Analysis and Argument,5-168,2:00,2:50,MWF
ENGL,102,AS38,Analysis and Argument,5-164,3:00,3:50,MWF
ENGL,102,AS39,Analysis and Argument,5-259,8:00,9:20,TR
ENGL,102,AS40,Analysis and Argument,5-317,12:00,12:50,MWF
ENGL,102,AS41,Analysis and Argument,7-277,11:00,11:50,MWF
ENGL,102,AS42,Analysis and Argument,7-233,12:30,1:50,TR
ENGL,102,AS43,Analysis and Argument,7-341,11:00,12:20,TR
ENGL,102,AS44,Analysis and Argument,7-385,10:00,10:50,MWF
ENGL,102,AS45,Analysis and Argument,7-278,9:00,9:50,MWF
ENGL,102,AS46,Analysis and Argument,7-385,8:00,8:50,MWF
ENGL,102,AS47,Analysis and Argument,5-106,3:30,4:50,TR
ENGL,102,AS48,Analysis and Argument,8-203,5:00,6:20,WF
ENGL,102,AS49,Analysis and Argument,8-203,4:00,4:50,MWF
ENGL,102,AS50,Analysis and Argument,5-164,9:30,10:50,TR
ENGL,102,AS51,Analysis and Argument,5-175,8:00,9:20,TR
ENGL,102,AS60,Analysis and Argument,11-461,8:00,9:20,TR
ENGL,102,AS61,Analysis and Argument,11-461,2:00,3:20,TR
ENGL,102,AS62,Analysis and Argument,11-452,8:00,9:20,TR
ENGL,102,AS63,Analysis and Argument,11-428,8:00,9:20,TR
ENGL,102,AS64,Analysis and Argument,7-233,9:30,10:50,TR
ENGL,102,AS65,Analysis and Argument,11-452,9:30,10:50,TR
ENGL,102,AS66,Analysis and Argument,11-463,9:30,10:50,TR
ENGL,102,AS70,Analysis and Argument,7-126,2:00,3:20,TR
ENGL,102,AS71,Analysis and Argument,11-463,11:00,12:20,MW
ENGL,102,AS72,Analysis and Argument,11-463,9:30,10:50,MW
ENGL,102,AS73,Analysis and Argument,5-175,2:00,4:50,F
ENGL,102,AS74,Analysis and Argument,6-242,2:00,4:50,M
ENGL,102,AS75,Analysis and Argument,7-279,8:00,10:50,W
ENGL,102,AS76,Analysis and Argument,5-259,8:00,8:50,MWF
ENGL,102,AS77,Analysis and Argument,5-175,2:00,3:20,TR
ENGL,102,AS78,Analysis and Argument,5-322,3:00,3:50,MWF
ENGL,102,AS79,Analysis and Argument,5-110,9:30,10:50,TR
ENGL,102,OP01,Analysis and Argument,5-110,6:00,8:50,W
ENGL,102,OP02,Analysis and Argument,7-146,6:00,8:50,R
ENGL,102,OP03,Analysis and Argument,5-317,6:00,8:50,M
ENGL,102,OP04,Analysis and Argument,5-168,6:00,8:50,W
ENGL,102,OP05,Analysis and Argument,5-168,6:00,8:50,M
ENGL,102,OP06,Analysis and Argument,5-102,6:00,8:50,T
ENGL,102,OP07,Analysis and Argument,5-102,9:00,11:50,Sat
ENGL,102,OP08,Analysis and Argument,5-102,12:30,3:20,Sun
ENGL,102,OP95,Analysis and Argument,V-MCO,,,
ENGL,102,OP96,Analysis and Argument,V-MCO,,,
ENGL,103,AS01,Introduction to Literature,7-277,10:00,10:50,MWF
ENGL,103,AS02,Introduction to Literature,7-277,9:00,9:50,MWF
ENGL,103,AS03,Introduction to Literature,7-265,3:30,4:50,TR
ENGL,103,AS04,Introduction to Literature,7-277,8:00,8:50,MWF
ENGL,103,AS05,Introduction to Literature,8-203,3:00,3:50,MWF
ENGL,103,AS06,Introduction to Literature,7-184,2:00,3:20,TR
ENGL,103,AS07,Introduction to Literature,7-325,11:00,12:20,TR
ENGL,103,AS08,Introduction to Literature,7-126,12:30,1:50,TR
ENGL,103,AS09,Introduction to Literature,7-122,4:00,4:50,MWF
ENGL,103,OP01,Introduction to Literature,5-251,6:00,8:50,T
ENGL,103,OP95,Introduction to Literature,V-MCO,,,
ENGL,108,CC80,Introduction to Language and Literature,5-317,9:30,10:50,TR
ENGL,108,CC81,Introduction to Language and Literature,5-102,8:00,9:20,TR
ENGL,108,CC95,Introduction to Language and Literature,V-MCO,,,
ENGL,111,AC01,Communications,5-175,2:00,4:50,W
ENGL,111,CF01,Communications,8-203,11:00,12:20,TR
ENGL,111,CS01,Communications,11-461,9:30,10:50,MW
ENGL,111,CY01,Communications,7-233,11:00,1:50,F
ENGL,111,EA01,Communications,8-218,12:30,1:50,TR
ENGL,111,EA02,Communications,6-256,8:00,9:20,TR
ENGL,111,EC80,Communications,5-161,2:00,3:20,MW
ENGL,111,EL01,Communications,7-146,11:00,1:50,TR
ENGL,111,EL02,Communications,11-457,11:00,1:50,TR
ENGL,111,EV01,Communications,5-161,12:30,1:50,MW
ENGL,111,HS95,Communications,V-MCO,,,
ENGL,111,ID01,Communications,5-161,9:30,10:50,TR
ENGL,111,MT80,Communications,5-305,2:00,4:50,W
ENGL,111,OP01,Communications,9-315,6:00,8:50,W
ENGL,111,OP95,Communications,V-MCO,,,
ENGL,111,PI01,Communications,6-344,9:30,10:50,TR
ENGL,111,PI02,Communications,6-242,8:00,9:20,TR
ENGL,111,PS01,Communications,5-110,3:30,4:50,TR
ENGL,111,SB01,Communications,5-175,8:00,9:20,TR
ENGL,111,SB02,Communications,6-242,8:00,9:20,MW
ENGL,111,SB03,Communications,5-205,2:00,3:20,TR
ENGL,111,SB04,Communications,5-102,6:00,8:50,R
ENGL,111,SB05,Communications,5-251,3:30,4:50,TR
ENGL,199,BE01,Writing for Engineers,5-102,4:00,4:50,MWF
ENGL,199,BE02,Writing for Engineers,5-102,1:00,1:50,MWF
ENGL,199,BE03,Writing for Engineers,5-168,12:30,1:50,TR
ENGL,199,BE04,Writing for Engineers,5-168,11:00,12:20,TR
ENGL,199,BE05,Writing for Engineers,5-102,12:30,1:50,TR
ENGL,199,BE06,Writing for Engineers,5-102,11:00,12:20,TR
ENGL,205,AS01,Rhetoric and Textual Analysis,7-277,12:00,12:50,MWF
ENGL,211,OP95,Business Communication,V-MCO,,,
ENGL,211,SB01,Business Communication,"6-345
 5-268",3:30,4:50,"T
 R"
ENGL,218,AS01,Reading Gender,7-385,11:00,11:50,MWF
ENGL,243,AS01,Genesis of English Literary Forms: Old English to late Renaissance,5-259,11:00,12:20,TR
ENGL,282,AS01,Introduction to the Short Story,7-385,9:00,9:50,MWF
ENGL,282,OP95,Introduction to the Short Story,V-MCO,,,
ENGL,284,OP01,Introduction to Drama,5-204,6:00,8:50,M
ENGL,285,AS01,Introduction to Poetry,5-110,1:00,1:50,MWF
ENGL,297,AS01,Academic Essay Writing,5-268,12:30,1:50,TR
ENGL,336,AS01,Studies in Shakespeare,6-291,11:00,12:20,TR
ENGL,341,AS01,Augustan Literature,5-207,2:00,3:20,TR
ENGL,350,AS01,Topics in Romantic Literature,7-341,12:00,12:50,MWF
ENGL,352,AS01,Early Victorian Literature,6-242,11:00,11:50,MWF
ENGL,376,AS01,Contemporary Canadian Literature,5-175,1:00,1:50,MWF
ENGL,389,AS01,Topics in Children's Literature,7-139,9:30,10:50,TR
ENGL,391,AS01,Topics in Literary Theory,6-344,2:00,2:50,MWF
ENGL,401,AS01,Studies in Genres,5-141,3:00,5:50,W
ENGL,401,AS02,Studies in Genres,5-141,3:30,6:20,R
ENGL,402,AS01,Studies in Authors,5-141,3:30,6:20,T
ENGL,498,AS01,Advanced Independent Study,,,,
ENGL,498,AS02,Advanced Independent Study,,,,
FREN,111,AS01,Introductory French I,"7-231
 7-265","8:00
 8:00","8:50
 9:20","MW
 TR"
FREN,111,AS02,Introductory French I,7-265,"10:00
 9:30","10:50
 10:50","MW
 TR"
FREN,111,AS03,Introductory French I,"7-231
 7-227
 7-227",11:00,"11:50
 12:20
 11:50","M
 TR
 F"
FREN,111,AS04,Introductory French I,7-231,"12:00
 12:30","12:50
 1:50","MF
 TR"
FREN,111,AS05,Introductory French I,7-265,3:00,"4:50
 3:50","MW
 F"
FREN,111,OP01,Introductory French I,7-278,6:00,8:20,MW
FREN,112,AS01,Introductory French II,7-231,1:00,"2:50
 1:50","MW
 F"
FREN,211,AS01,Intermediate French I,7-227,9:00,"9:50
 10:50","M
 WF"
FREN,211,AS02,Intermediate French I,7-227,"11:00
 12:00",12:50,"MW
 F"
FREN,297,AS01,Advanced French I,7-231,"10:00
 9:00",10:50,"MF
 W"
FREN,297,AS02,Advanced French I,7-227,"3:00
 2:00","3:50
 3:20","M
 TR"
FREN,297,X01L,Advanced French I,V-MCO,,,
FREN,297,X02L,Advanced French I,V-MCO,,,
FREN,351,AS01,French Foundational Fiction,7-265,12:30,1:50,TR
GEND,219,AS01,Feminist Theories and Foundations,6-348,3:30,4:50,TR
GEND,219,AS02,Feminist Theories and Foundations,6-232,1:00,1:50,MWF
GENE,369,AS01,Genetic Analysis of Bacteria,6-153,11:00,12:20,TR
GENE,369,X01S,Genetic Analysis of Bacteria,5-213,10:00,10:50,M
GENE,369,X02S,Genetic Analysis of Bacteria,5-213,11:00,11:50,M
GENE,370,AS01,Genetic Analysis of Eukaryotes,5-309,9:30,10:50,TR
GENE,370,X01S,Genetic Analysis of Eukaryotes,5-141,10:00,10:50,W
GENE,370,X02S,Genetic Analysis of Eukaryotes,5-141,11:00,11:50,W
GENE,404,AS01,Investigations into Gene Regulation,5-213,9:00,9:50,MWF
GENE,404,X01S,Investigations into Gene Regulation,5-206,12:00,12:50,M
GERM,111,AS01,Introductory German I,"7-231
 7-227","9:00
 9:30","9:50
 10:50","MF
 TR"
GERM,111,AS02,Introductory German I,7-227,2:00,"2:50
 3:50","M
 WF"
GERM,211,AS01,Intermediate German I,7-227,8:00,"8:50
 9:20","MW
 TR"
HIST,100,GS01,Introduction to History,6-238,8:00,8:50,MWF
HIST,100,GS02,Introduction to History,7-126,11:00,12:20,TR
HIST,100,GS03,Introduction to History,7-327,9:00,9:50,MWF
HIST,101,GS01,Foundations of the Modern World before c.1500 C.E.,7-122,8:00,9:20,TR
HIST,101,GS02,Foundations of the Modern World before c.1500 C.E.,7-327,11:00,11:50,MWF
HIST,101,GS03,Foundations of the Modern World before c.1500 C.E.,7-327,10:00,10:50,MWF
HIST,102,GS01,Foundations of the Modern World from 1500 C.E. to the Present,6-232,4:00,4:50,MWF
HIST,102,GS02,Foundations of the Modern World from 1500 C.E. to the Present,6-242,9:30,10:50,TR
HIST,102,OP01,Foundations of the Modern World from 1500 C.E. to the Present,5-242,6:00,8:50,R
HIST,204,AS01,"Judaism, Christianity, Islam",7-341,9:00,9:50,MWF
HIST,209,OP01,Early Modern European History,7-126,6:00,8:50,T
HIST,210,AS01,Modern European History: 1789 - Present,5-161,11:00,12:20,TR
HIST,210,AS02,Modern European History: 1789 - Present,7-126,9:30,10:50,TR
HIST,251,AS01,American History Since 1865,6-238,2:00,3:20,TR
HIST,260,GS01,History of Canada to 1867,6-256,8:00,8:50,MWF
HIST,260,GS02,History of Canada to 1867,6-344,12:30,1:50,TR
HIST,261,GS01,History of Canada Since 1867,6-258,4:00,4:50,MWF
HIST,261,GS02,History of Canada Since 1867,7-341,1:00,1:50,MWF
HIST,281,AS01,Asia Since A.D. 1500,6-344,12:00,12:50,MWF
HIST,301,AS01,Topics in World History,7-126,8:00,9:20,TR
HIST,338,AS01,Britain as a World Power,8-218,11:00,12:20,TR
HIST,361,AS01,Canadian Political History,7-122,2:00,2:50,MWF
HIST,362,AS01,History of Alberta,7-122,1:00,1:50,MWF
HIST,476,AS01,Topics in Ancient and Medieval History,7-355,3:30,6:20,T
HIST,490,AS01,Topcis in Social History,7-355,3:00,5:50,M
HIST,498,AS01,Advanced Independent Study,,,,
HUMN,101,GS01,Humanism,11-428,3:30,4:50,TR
HUMN,101,GS02,Humanism,6-348,9:30,10:50,TR
HUMN,201,AS01,Human Relationships,7-341,8:00,9:20,TR
JAPN,101,CA80,Introductory Japanese I,7-327,2:00,"3:50
 2:50","MW
 F"
JAPN,101,CC80,Introductory Japanese I,5-322,"8:00
 9:00","9:50
 9:50","MW
 F"
JAPN,101,OP01,Introductory Japanese I,7-265,6:00,8:20,TR
JAPN,201,CA80,Introductory Japanese III,5-204,12:00,"1:50
 12:50","MW
 F"
LATN,101,AS01,Introductory Latin I,7-327,12:00,12:50,MWF
LATN,101,AS02,Introductory Latin I,7-325,2:00,2:50,MWF
LATN,101,X01L,Introductory Latin I,V-MCO,,,
LATN,101,X02L,Introductory Latin I,V-MCO,,,
LATN,201,AS01,Latin Prose Composition,7-122,9:30,10:50,TR
LATN,201,X01L,Latin Prose Composition,V-MCO,,,
LING,100,TA80,Introduction to Human Language,9-315,12:30,1:50,MW
LING,101,AS01,Introduction to Linguistic Analysis,5-205,11:00,11:50,MWF
LING,101,AS02,Introduction to Linguistic Analysis,8-207,12:30,1:50,TR
LING,101,AS03,Introduction to Linguistic Analysis,5-137,12:00,12:50,MWF
LING,101,AS04,Introduction to Linguistic Analysis,7-325,3:30,4:50,TR
MATH,99,AS01,Precalculus Mathematics,5-152,3:00,3:50,MWF
MATH,99,AS02,Precalculus Mathematics,6-132,12:30,1:50,TR
MATH,99,AS03,Precalculus Mathematics,6-214,8:00,9:20,TR
MATH,100,BE01,Calculus I,5-152,12:00,12:50,MWF
MATH,100,BE02,Calculus I,5-152,8:00,8:50,MWF
MATH,100,BE03,Calculus I,5-152,9:00,9:50,MWF
MATH,100,X55L,Calculus I,5-102,10:00,10:50,W
MATH,100,X56L,Calculus I,5-205,5:00,5:50,M
MATH,100,X57L,Calculus I,5-207,9:00,9:50,M
MATH,100,X58L,Calculus I,5-204,10:00,10:50,F
MATH,100,X59L,Calculus I,5-137,4:00,4:50,M
MATH,100,X60L,Calculus I,5-205,12:00,12:50,F
MATH,100,X61L,Calculus I,5-204,9:00,9:50,F
MATH,100,X62L,Calculus I,5-204,2:00,2:50,W
MATH,100,X63L,Calculus I,5-204,2:00,2:50,F
MATH,114,AS01,Elementary Calculus I,6-214,2:00,3:50,MW
MATH,114,AS02,Elementary Calculus I,9-323,8:00,9:50,MW
MATH,114,AS03,Elementary Calculus I,9-202,10:00,11:50,WF
MATH,114,AS04,Elementary Calculus I,9-102,2:00,3:50,TR
MATH,114,AS05,Elementary Calculus I,9-323,12:00,1:50,TR
MATH,114,AS06,Elementary Calculus I,6-214,4:00,5:50,MW
MATH,114,AS07,Elementary Calculus I,6-152,4:00,5:50,TR
MATH,115,AS01,Elementary Calculus II,5-161,11:00,11:50,MWF
MATH,115,X01L,Elementary Calculus II,5-102,12:00,12:50,M
MATH,115,X02L,Elementary Calculus II,5-207,4:00,4:50,F
MATH,120,AS01,Basic Linear Algebra I,5-152,2:00,2:50,MWF
MATH,120,AS02,Basic Linear Algebra I,5-158,9:00,9:50,MWF
MATH,120,AS03,Basic Linear Algebra I,5-158,10:00,10:50,MWF
MATH,120,AS04,Basic Linear Algebra I,5-158,1:00,1:50,MWF
MATH,120,OP60,Basic Linear Algebra I,5-152,5:00,6:20,TR
MATH,125,AS01,Linear Algebra I,5-152,3:30,4:50,TR
MATH,160,AS01,Higher Arithmetic,5-207,10:00,10:50,MWF
MATH,200,AS01,Fundamental Concepts of Math,5-301,9:00,9:50,MWF
MATH,214,AS01,Intermediate Calculus I,5-158,8:00,8:50,MWF
MATH,214,X01L,Intermediate Calculus I,5-207,10:00,10:50,R
MATH,214,X02L,Intermediate Calculus I,5-207,4:00,4:50,W
MATH,222,AS01,Discrete Mathematics,5-301,3:30,4:50,TR
MATH,241,AS01,Modern Geometries,5-301,2:00,3:20,TR
MATH,310,AS01,Real Analysis,6-344,2:00,3:20,TR
MATH,310,X01S,Real Analysis,7-187,1:00,1:50,W
MATH,311,AS01,Theory of Functions of a Complex Variable,6-242,12:30,1:50,TR
MATH,320,AS01,Elementary Number Theory,5-207,11:00,11:50,MWF
MATH,330,AS01,Ordinary Differential Equations,7-126,4:00,4:50,MWF
MATH,330,X01L,Ordinary Differential Equations,6-241,2:00,3:50,M
MATH,350,AS01,Introduction to Graph Theory,7-341,9:30,10:50,TR
PHIL,100,GS01,Introduction to Philosophy: The Examined Life,6-344,11:00,11:50,MWF
PHIL,100,GS02,Introduction to Philosophy: The Examined Life,7-126,3:30,4:50,TR
PHIL,100,GS03,Introduction to Philosophy: The Examined Life,7-341,10:00,10:50,MWF
PHIL,100,GS04,Introduction to Philosophy: The Examined Life,7-126,9:00,9:50,MWF
